name,student_ID,cum_gpa,major,classification,earned_credits,enrolled,email,gender,in_state
"Trenam, Dyan",M66561248,3.295,Mathematics,Sophomore,5,No,dtrenamkz@dmoz.org,Female,No
"Lukock, Kailey",M41453983,0.996,Biology,Junior,45,No,klukockl0@google.com.hk,Female,Yes
"Riediger, Rowen",M30985360,3.984,Mathematics,Junior,106,Yes,rriedigerl1@ted.com,Male,Yes
"Jilkes, Arabel",M97265180,2.881,Psychology,Senior,53,No,ajilkesl2@bravesites.com,Female,Yes
"Martinon, Queenie",M56889471,3.661,Mathematics,Senior,20,Yes,qmartinonl3@mac.com,Female,No
"Tarte, Broddie",M55771258,1.565,Mathematics,Junior,4,Yes,btartel4@bizjournals.com,Male,Yes
"Probin, Belle",M34657683,3.708,Mathematics,Sophomore,100,No,bprobinl5@google.com.br,Female,No
"Cumberledge, Ingeberg",M54459598,1.008,Psychology,Freshman,12,No,icumberledgel6@github.com,Female,No
"Cordie, Cristal",M94337030,3.893,Psychology,Freshman,101,Yes,ccordiel7@phpbb.com,Female,Yes
"Pes, Clayborne",M33051062,2.161,Computer Science,Sophomore,145,Yes,cpesl8@who.int,Male,Yes
"Hinstock, Zenia",M91065736,1.682,Biology,Freshman,19,Yes,zhinstockl9@gov.uk,Female,Yes
"Phillimore, Ashly",M98148478,2.584,Biology,Senior,149,No,aphillimorela@unc.edu,Female,No
"Agney, Rita",M87341822,2.105,Biology,Freshman,130,Yes,ragneylb@xrea.com,Female,Yes
"Tockell, Quent",M91576392,0.593,Psychology,Senior,53,Yes,qtockelllc@pbs.org,Male,No
"Farmiloe, Ainslee",M74082620,2.894,Mathematics,Sophomore,121,Yes,afarmiloeld@narod.ru,Female,No
"Fathers, Truda",M63555276,1.403,Mathematics,Junior,88,Yes,tfathersle@hud.gov,Female,No
"Weatherup, Sarita",M83677427,2.631,Biology,Freshman,24,No,sweatheruplf@symantec.com,Female,No
"Lescop, Nanette",M56250302,3.835,Biology,Senior,23,Yes,nlescoplg@salon.com,Female,No
"Wimms, Noell",M49294498,3.851,Computer Science,Senior,148,Yes,nwimmslh@wikipedia.org,Female,Yes
"Lavens, Ardyth",M38071049,3.235,Mathematics,Sophomore,72,Yes,alavensli@walmart.com,Female,Yes
"Yurkin, Margarita",M46079996,0.572,Computer Science,Senior,22,No,myurkinlj@newsvine.com,Female,No
"Gallyon, Andromache",M59066619,3.394,Psychology,Freshman,123,No,agallyonlk@unesco.org,Female,Yes
"Cazalet, Antonia",M90565218,2.867,Computer Science,Sophomore,21,No,acazaletll@patch.com,Female,Yes
"Coyish, Jennie",M30667177,1.756,Mathematics,Freshman,14,Yes,jcoyishlm@quantcast.com,Female,Yes
"Spooner, Tod",M52352472,2.657,Biology,Freshman,116,Yes,tspoonerln@artisteer.com,Male,Yes
"Iacovolo, Letti",M79652230,1.413,Biology,Junior,124,Yes,liacovololo@constantcontact.com,Female,Yes
"Dumphries, Melessa",M86278950,2.019,Computer Science,Freshman,58,No,mdumphrieslp@hatena.ne.jp,Female,No
"Macrow, Birch",M88390045,1.604,Computer Science,Senior,36,No,bmacrowlq@columbia.edu,Male,No
"Doncaster, Rick",M46388658,3.689,Mathematics,Sophomore,132,No,rdoncasterlr@businessinsider.com,Male,Yes
"Kemwal, Timothea",M77517691,2.636,Mathematics,Freshman,1,Yes,tkemwalls@boston.com,Female,No
"MacKniely, Karlie",M87478222,0.421,Computer Science,Junior,22,Yes,kmacknielylt@va.gov,Female,No
"Brigshaw, Editha",M48069085,2.887,Biology,Junior,145,No,ebrigshawlu@wordpress.com,Female,Yes
"Dominec, Fiann",M49712079,3.304,Computer Science,Senior,18,Yes,fdomineclv@epa.gov,Female,Yes
"Palfreman, Chelsy",M74843380,0.85,Computer Science,Junior,114,No,cpalfremanlw@trellian.com,Female,Yes
"Sextone, Darci",M72354995,1.237,Mathematics,Sophomore,94,No,dsextonelx@ustream.tv,Female,Yes
"Mechell, Maurice",M84035121,3.757,Biology,Freshman,39,No,mmechellly@opera.com,Male,No
"Dybald, Whit",M52071398,2.93,Psychology,Junior,5,Yes,wdybaldlz@gmpg.org,Male,Yes
"Izkovici, Klement",M93229353,3.897,Mathematics,Junior,128,Yes,kizkovicim0@nymag.com,Male,Yes
"Carn, Hermione",M78605835,1.897,Biology,Sophomore,88,No,hcarnm1@flickr.com,Female,Yes
"Lacheze, Curtis",M83648828,2.219,Computer Science,Junior,60,Yes,clachezem2@noaa.gov,Male,Yes
"Batts, Jammie",M25249070,3.641,Computer Science,Junior,125,Yes,jbattsm3@epa.gov,Female,Yes
"Geist, Daisi",M58636957,2.837,Biology,Senior,131,No,dgeistm4@gizmodo.com,Female,Yes
"Keoghan, Vinnie",M28850903,0.679,Computer Science,Senior,75,No,vkeoghanm5@blogspot.com,Female,Yes
"Yeabsley, Erie",M25184090,2.583,Mathematics,Sophomore,109,Yes,eyeabsleym6@qq.com,Male,No
"Joddins, Gustav",M96753179,0.639,Mathematics,Senior,124,No,gjoddinsm7@histats.com,Male,No
"Bartke, Theobald",M32000009,1.731,Psychology,Sophomore,23,Yes,tbartkem8@wikimedia.org,Male,Yes
"Plowright, Wolf",M23411292,2.101,Mathematics,Freshman,93,No,wplowrightm9@about.com,Male,No
"Megarrell, Roda",M73493963,1.447,Biology,Senior,94,Yes,rmegarrellma@slashdot.org,Female,No
"Woodage, Wilone",M34213310,1.416,Computer Science,Senior,31,Yes,wwoodagemb@printfriendly.com,Female,Yes
"Tomaszkiewicz, Martina",M48339731,0.526,Biology,Freshman,142,Yes,mtomaszkiewiczmc@cpanel.net,Female,No
"Tibald, Harbert",M84928181,2.652,Computer Science,Freshman,104,No,htibaldmd@mediafire.com,Male,Yes
"Milillo, Rowland",M73391420,1.684,Mathematics,Freshman,13,Yes,rmilillome@si.edu,Male,No
"Vasilchenko, Sigismondo",M47089696,3.583,Psychology,Freshman,93,Yes,svasilchenkomf@i2i.jp,Male,No
"Girard, Sibel",M63975483,3.473,Mathematics,Sophomore,108,No,sgirardmg@cisco.com,Female,Yes
"Cords, Clerc",M75096508,2.221,Psychology,Senior,58,No,ccordsmh@ebay.com,Male,No
"Dies, Berthe",M94464808,0.953,Computer Science,Sophomore,116,Yes,bdiesmi@geocities.jp,Female,Yes
"Simmen, Dodie",M68623681,0.878,Psychology,Junior,150,Yes,dsimmenmj@ocn.ne.jp,Female,No
"Powdrell, Jeannie",M87527851,0.031,Biology,Senior,96,Yes,jpowdrellmk@com.com,Female,No
"Anstis, Clevie",M92165104,0.565,Computer Science,Sophomore,34,Yes,canstisml@google.com,Male,No
"McGuirk, Tann",M94028241,3.352,Psychology,Junior,105,Yes,tmcguirkmm@mac.com,Male,No
"Bilbrook, Reginauld",M35520755,3.413,Computer Science,Junior,101,No,rbilbrookmn@mashable.com,Male,Yes
"Lamy, Burnard",M57415062,2.431,Biology,Junior,16,No,blamymo@cbc.ca,Male,Yes
"Carpmile, Andria",M90948505,1.884,Biology,Junior,140,No,acarpmilemp@nifty.com,Female,Yes
"Paaso, Chic",M71586226,1.12,Computer Science,Junior,139,No,cpaasomq@ox.ac.uk,Male,No
"Fortye, Lynnette",M43899531,2.048,Biology,Sophomore,46,No,lfortyemr@bloglovin.com,Female,No
"Binning, Garek",M54280849,1.538,Biology,Sophomore,2,No,gbinningms@ehow.com,Male,Yes
"Doman, Elianora",M86490892,3.969,Psychology,Sophomore,16,Yes,edomanmt@homestead.com,Female,Yes
"McCambridge, Ardys",M96256766,1.354,Mathematics,Senior,87,No,amccambridgemu@sourceforge.net,Female,Yes
"Waiting, Bev",M56645692,0.064,Mathematics,Senior,104,No,bwaitingmv@wisc.edu,Male,Yes
"Savill, Kalila",M47903492,1.02,Biology,Junior,80,Yes,ksavillmw@webnode.com,Female,No
"Skingle, Isiahi",M23174398,3.963,Computer Science,Freshman,42,Yes,iskinglemx@skype.com,Male,No
"Coopper, Rachele",M79050208,1.101,Biology,Sophomore,100,No,rcooppermy@woothemes.com,Female,Yes
"Whyatt, Stormy",M32167073,1.935,Mathematics,Sophomore,85,No,swhyattmz@harvard.edu,Female,No
"Jenkerson, Christiana",M21580970,3.563,Computer Science,Senior,42,Yes,cjenkersonn0@ocn.ne.jp,Female,Yes
"Kliner, Alane",M24974146,3.46,Psychology,Freshman,55,Yes,aklinern1@parallels.com,Female,Yes
"Merrin, Georgie",M71361777,2.376,Psychology,Freshman,12,Yes,gmerrinn2@instagram.com,Female,Yes
"Roskelly, Derry",M31393557,1.187,Mathematics,Junior,118,Yes,droskellyn3@parallels.com,Male,Yes
"Golthorpp, Debee",M38323055,2.849,Computer Science,Junior,52,Yes,dgolthorppn4@gravatar.com,Female,Yes
"Mackley, Woody",M91172516,0.284,Mathematics,Sophomore,146,Yes,wmackleyn5@taobao.com,Male,Yes
"Zarfati, Montague",M21405555,0.554,Psychology,Junior,39,Yes,mzarfatin6@ustream.tv,Male,No
"Barthelet, Natividad",M75587935,3.371,Mathematics,Freshman,75,Yes,nbartheletn7@privacy.gov.au,Female,No
"Bartoleyn, Lexine",M55146320,1.471,Psychology,Senior,11,No,lbartoleynn8@howstuffworks.com,Female,No
"Spolton, Wernher",M46030083,1.871,Computer Science,Freshman,73,No,wspoltonn9@howstuffworks.com,Male,No
"Casterot, Pembroke",M90908842,3.081,Computer Science,Sophomore,8,No,pcasterotna@vk.com,Male,Yes
"Payle, Carson",M49659165,0.004,Psychology,Sophomore,84,No,cpaylenb@msn.com,Male,No
"Ricardot, Josie",M66045465,2.684,Biology,Freshman,10,No,jricardotnc@dot.gov,Female,Yes
"Cattenach, Andi",M88375132,3.809,Mathematics,Senior,138,Yes,acattenachnd@msu.edu,Female,Yes
"Ratledge, Sloane",M37630788,0.47,Biology,Freshman,25,Yes,sratledgene@answers.com,Male,Yes
"Pury, Alfredo",M36964254,3.156,Computer Science,Sophomore,136,No,apurynf@yelp.com,Male,Yes
"Cakebread, Stanislaw",M40596892,1.051,Biology,Junior,81,No,scakebreadng@oakley.com,Male,No
"MacRory, Bogart",M42682961,1.898,Mathematics,Senior,82,No,bmacrorynh@engadget.com,Male,Yes
"Hodgen, Gray",M73876524,2.337,Computer Science,Junior,101,Yes,ghodgenni@surveymonkey.com,Male,Yes
"Naptin, Verine",M31378781,3.568,Psychology,Junior,138,Yes,vnaptinnj@census.gov,Female,No
"Burmingham, Micheil",M73395143,3.197,Mathematics,Sophomore,25,Yes,mburminghamnk@webmd.com,Male,No
"Dunsmore, Frazier",M33344296,0.218,Mathematics,Junior,66,No,fdunsmorenl@engadget.com,Male,Yes
"Deer, Xever",M43999400,3.758,Mathematics,Freshman,89,No,xdeernm@umich.edu,Male,Yes
"Petrozzi, Massimo",M87484421,1.829,Computer Science,Junior,34,No,mpetrozzinn@jiathis.com,Male,Yes
"Samet, Ursuline",M35384456,1.318,Psychology,Freshman,43,Yes,usametno@amazon.com,Female,No
"Tierney, Gwenny",M97712676,0.598,Psychology,Junior,38,No,gtierneynp@cargocollective.com,Female,No
"Letixier, Ernestus",M84469746,2.265,Biology,Freshman,88,Yes,eletixiernq@who.int,Male,Yes
"Dmitrievski, Lenard",M97729770,2.511,Mathematics,Junior,88,Yes,ldmitrievskinr@comcast.net,Male,Yes
"Wigan, Marieann",M57710199,3.405,Biology,Junior,108,Yes,mwiganns@netlog.com,Female,Yes
"Slany, Hamish",M50967429,3.113,Computer Science,Freshman,48,Yes,hslanynt@latimes.com,Male,No
"Blinder, Giovanni",M59030570,3.664,Biology,Freshman,7,No,gblindernu@freewebs.com,Male,Yes
"Slucock, Melitta",M59340980,2.321,Computer Science,Junior,147,No,mslucocknv@technorati.com,Female,No
"Van Merwe, Gilburt",M53237661,1.653,Mathematics,Freshman,62,No,gvanmerwenw@newsvine.com,Male,Yes
"Eby, Teddie",M95886110,0.779,Psychology,Junior,113,Yes,tebynx@rediff.com,Male,Yes
"Nortcliffe, Cooper",M35673297,1.339,Psychology,Junior,134,Yes,cnortcliffeny@sourceforge.net,Male,No
"Inger, Loise",M85946982,0.369,Biology,Junior,94,Yes,lingernz@cbsnews.com,Female,No
"Ragat, Doroteya",M38481999,0.352,Psychology,Junior,49,Yes,dragato0@yahoo.co.jp,Female,No
"Jodrellec, Read",M35067475,0.671,Mathematics,Freshman,85,No,rjodrelleco1@npr.org,Male,Yes
"Sinson, Selina",M87655290,3.822,Psychology,Senior,20,Yes,ssinsono2@yahoo.com,Female,No
"Gumary, Rora",M38926488,1.93,Computer Science,Sophomore,36,Yes,rgumaryo3@themeforest.net,Female,No
"Kuller, Clayborne",M89118173,2.958,Computer Science,Sophomore,13,Yes,ckullero4@amazon.de,Male,No
"Lipscombe, Randolph",M57700129,3.76,Psychology,Senior,115,Yes,rlipscombeo5@csmonitor.com,Male,No
"Seegar, Rosa",M88318829,3.422,Mathematics,Junior,50,Yes,rseegaro6@freewebs.com,Female,No
"Borne, Godwin",M21190286,3.024,Biology,Sophomore,149,Yes,gborneo7@sfgate.com,Male,No
"Julien, Jim",M37567629,3.863,Psychology,Senior,37,Yes,jjulieno8@de.vu,Male,No
"Hatchett, Maryl",M56728520,3.909,Mathematics,Senior,145,Yes,mhatchetto9@mashable.com,Female,No
"Sherbrooke, Mariellen",M86384788,1.543,Biology,Freshman,54,No,msherbrookeoa@howstuffworks.com,Female,Yes
"Wallach, Damian",M21603925,2.745,Psychology,Senior,131,Yes,dwallachob@jigsy.com,Male,Yes
"Lutton, Nicolais",M95610920,3.303,Mathematics,Junior,99,Yes,nluttonoc@boston.com,Male,Yes
"Pilbury, Corliss",M60602498,2.864,Computer Science,Freshman,35,Yes,cpilburyod@microsoft.com,Female,No
"Di Baudi, Joete",M85715702,3.073,Computer Science,Freshman,128,No,jdibaudioe@smugmug.com,Female,Yes
"O'Neill, Marsha",M55602743,0.107,Computer Science,Freshman,142,No,moneillof@ifeng.com,Female,No
"Bonifant, Aida",M44105938,2.737,Biology,Freshman,27,No,abonifantog@engadget.com,Female,No
"Sandom, Maris",M25727694,3.168,Biology,Sophomore,114,Yes,msandomoh@sciencedaily.com,Female,Yes
"Guitton, Gottfried",M29833839,0.165,Computer Science,Sophomore,129,No,gguittonoi@ovh.net,Male,Yes
"Digby, Lonni",M71789361,0.154,Biology,Junior,92,Yes,ldigbyoj@patch.com,Female,Yes
"Dunsford, Zaccaria",M40882647,0.887,Mathematics,Junior,95,No,zdunsfordok@omniture.com,Male,Yes
"Raikes, Leonardo",M99496453,0.381,Psychology,Sophomore,100,Yes,lraikesol@dailymail.co.uk,Male,No
"Snoddy, Deane",M72127761,1.462,Biology,Junior,114,No,dsnoddyom@ycombinator.com,Male,Yes
"Bourthouloume, Imogen",M76101667,1.41,Mathematics,Senior,75,Yes,ibourthouloumeon@opera.com,Female,No
"Danis, Rod",M60925675,3.122,Computer Science,Sophomore,19,Yes,rdanisoo@ed.gov,Male,Yes
"Kovacs, Tamiko",M77855592,3.069,Biology,Junior,123,No,tkovacsop@acquirethisname.com,Female,Yes
"Klehyn, Lanni",M61412350,1.897,Psychology,Junior,10,No,lklehynoq@microsoft.com,Female,No
"Armatage, Goldina",M20005933,2.013,Biology,Junior,127,Yes,garmatageor@cnn.com,Female,Yes
"Abraham, Reid",M35169156,3.835,Computer Science,Sophomore,74,No,rabrahamos@com.com,Male,No
"Ollin, Myles",M44731955,0.703,Computer Science,Junior,10,Yes,mollinot@census.gov,Male,Yes
"Jelf, Galina",M23827237,2.491,Biology,Senior,85,No,gjelfou@marriott.com,Female,No
"Kirkwood, Giselbert",M44640310,0.522,Computer Science,Senior,134,No,gkirkwoodov@theglobeandmail.com,Male,No
"McLenaghan, Carolin",M66896342,2.101,Computer Science,Senior,3,No,cmclenaghanow@pinterest.com,Female,Yes
"Bonn, Coletta",M97722447,1.694,Psychology,Freshman,12,Yes,cbonnox@1688.com,Female,No
"Kisting, Audrye",M39149286,2.673,Biology,Sophomore,83,Yes,akistingoy@fema.gov,Female,Yes
"Beech, Leif",M68684783,0.313,Mathematics,Junior,55,No,lbeechoz@xinhuanet.com,Male,No
"Bolens, Mercie",M85921782,2.922,Mathematics,Sophomore,148,No,mbolensp0@noaa.gov,Female,No
"Goves, Doreen",M93216297,3.798,Mathematics,Freshman,66,Yes,dgovesp1@about.me,Female,No
"Hallifax, Ugo",M82390577,0.369,Computer Science,Senior,14,No,uhallifaxp2@blogspot.com,Male,No
"Morson, Karin",M67890516,0.337,Psychology,Sophomore,43,Yes,kmorsonp3@gnu.org,Female,No
"Doree, Verile",M24408538,1.72,Biology,Junior,77,Yes,vdoreep4@jigsy.com,Female,No
"Keer, Darcey",M86238585,2.064,Biology,Junior,62,No,dkeerp5@businessweek.com,Female,Yes
"Headey, Titos",M96689069,0.721,Mathematics,Senior,95,Yes,theadeyp6@baidu.com,Male,Yes
"Cathcart, Talia",M58097014,2.039,Mathematics,Sophomore,95,Yes,tcathcartp7@nifty.com,Female,Yes
"Mournian, Lanae",M23190249,1.291,Mathematics,Junior,14,Yes,lmournianp8@un.org,Female,No
"Woolis, Elvira",M36152095,2.682,Psychology,Senior,3,Yes,ewoolisp9@tuttocitta.it,Female,Yes
"Guest, Aurelea",M75312888,3.978,Computer Science,Senior,19,Yes,aguestpa@amazon.co.uk,Female,No
"Ciccarello, Ursala",M69906990,1.936,Mathematics,Freshman,5,Yes,uciccarellopb@reference.com,Female,Yes
"Dugall, Courtenay",M37124172,0.814,Computer Science,Junior,136,Yes,cdugallpc@blinklist.com,Female,Yes
"Manjot, Elaina",M73612736,0.572,Computer Science,Freshman,97,No,emanjotpd@canalblog.com,Female,Yes
"Adshad, Charin",M81170696,2.115,Psychology,Senior,139,Yes,cadshadpe@ameblo.jp,Female,Yes
"Eyrl, Malchy",M87076719,0.314,Mathematics,Freshman,75,Yes,meyrlpf@4shared.com,Male,No
"Weeks, Maia",M22115858,1.258,Computer Science,Freshman,10,Yes,mweekspg@state.gov,Female,Yes
"Verbeke, Birgitta",M51458156,1.241,Mathematics,Sophomore,15,Yes,bverbekeph@microsoft.com,Female,No
"Klees, Fleur",M37075706,2.838,Biology,Sophomore,36,No,fkleespi@github.io,Female,Yes
"Gylle, Farah",M68624775,0.288,Mathematics,Senior,145,No,fgyllepj@abc.net.au,Female,No
"Casel, Fran",M87169166,3.166,Computer Science,Junior,134,Yes,fcaselpk@oaic.gov.au,Male,No
"Teligin, Eldredge",M69700129,0.844,Computer Science,Sophomore,87,No,eteliginpl@ebay.co.uk,Male,No
"Chasen, Pepi",M65823122,1.283,Biology,Sophomore,15,No,pchasenpm@fc2.com,Female,Yes
"Summerson, Gianna",M61154403,3.745,Computer Science,Sophomore,17,Yes,gsummersonpn@usa.gov,Female,Yes
"Olivey, Stanley",M59208880,1.54,Computer Science,Junior,1,Yes,soliveypo@fastcompany.com,Male,Yes
"Corah, Cleve",M84396195,3.059,Mathematics,Senior,73,No,ccorahpp@amazon.co.uk,Male,No
"Ridder, Martin",M48126079,2.094,Psychology,Senior,28,Yes,mridderpq@issuu.com,Male,Yes
"Allenby, Glenn",M20177266,0.508,Mathematics,Sophomore,122,Yes,gallenbypr@loc.gov,Male,Yes
"Krug, Kip",M55375678,3.721,Psychology,Sophomore,117,No,kkrugps@wordpress.com,Female,No
"Klazenga, Calli",M96778445,2.147,Biology,Junior,107,Yes,cklazengapt@eventbrite.com,Female,Yes
"Rudwell, Cassie",M52088176,3.32,Psychology,Freshman,2,No,crudwellpu@slate.com,Male,No
"Chree, Gwenny",M45679922,3.195,Biology,Junior,110,No,gchreepv@wikimedia.org,Female,Yes
"Serrels, Judd",M44966005,1.898,Psychology,Junior,55,No,jserrelspw@wikispaces.com,Male,Yes
"Poytress, Hedvige",M72623943,0.855,Mathematics,Senior,130,Yes,hpoytresspx@g.co,Female,No
"Bunner, Allyson",M71854809,1.229,Mathematics,Senior,45,No,abunnerpy@weibo.com,Female,Yes
"Minkin, Lauren",M74727564,3.231,Mathematics,Sophomore,125,Yes,lminkinpz@weibo.com,Female,Yes
"Tomicki, Andrea",M89851492,2.226,Computer Science,Junior,78,No,atomickiq0@google.co.uk,Male,No
"Poultney, Karita",M71781265,3.18,Psychology,Freshman,98,No,kpoultneyq1@princeton.edu,Female,Yes
"Cussons, Hadley",M80275303,0.423,Computer Science,Sophomore,9,No,hcussonsq2@army.mil,Male,No
"Ferroni, Zarah",M68431962,2.544,Biology,Sophomore,31,No,zferroniq3@weibo.com,Female,No
"Buchett, Petra",M33255166,1.696,Mathematics,Freshman,121,Yes,pbuchettq4@independent.co.uk,Female,Yes
"Baalham, Aleksandr",M39268598,3.065,Psychology,Senior,51,No,abaalhamq5@wunderground.com,Male,Yes
"Duffitt, Noby",M53841788,2.281,Mathematics,Junior,19,No,nduffittq6@google.es,Male,Yes
"Blaine, Moyra",M89017599,2.675,Psychology,Senior,92,Yes,mblaineq7@latimes.com,Female,Yes
"Blint, Elysha",M34676249,3.223,Mathematics,Freshman,43,Yes,eblintq8@google.ca,Female,Yes
"Dicks, Liana",M36265875,2.911,Computer Science,Freshman,68,Yes,ldicksq9@illinois.edu,Female,Yes
"Blacklawe, Pennie",M20197599,1.162,Computer Science,Senior,9,Yes,pblacklaweqa@example.com,Female,Yes
"Salterne, Flss",M91302343,2.289,Computer Science,Senior,19,No,fsalterneqb@sourceforge.net,Female,No
"Fitch, Saudra",M52145468,3.775,Mathematics,Sophomore,81,Yes,sfitchqc@shinystat.com,Female,Yes
"Urridge, Lydon",M41700271,1.827,Biology,Junior,6,Yes,lurridgeqd@phoca.cz,Male,No
"Merry, Duffy",M30068774,2.692,Computer Science,Senior,50,Yes,dmerryqe@purevolume.com,Male,Yes
"Menelaws, Davine",M64706007,3.846,Mathematics,Junior,39,Yes,dmenelawsqf@va.gov,Female,Yes
"Tremble, Liv",M59565191,0.522,Computer Science,Freshman,32,No,ltrembleqg@yelp.com,Female,No
"Leefe, Cyrus",M90475461,0.336,Psychology,Junior,125,No,cleefeqh@about.com,Male,Yes
"McKeaveney, Marline",M62931330,3.325,Computer Science,Freshman,107,No,mmckeaveneyqi@arizona.edu,Female,Yes
"Latham, Casie",M51733879,2.916,Mathematics,Senior,149,No,clathamqj@vkontakte.ru,Female,No
"Stolworthy, Dionisio",M41218156,1.299,Computer Science,Junior,37,No,dstolworthyqk@1und1.de,Male,No
"Purvis, Quinn",M40162845,2.635,Mathematics,Sophomore,11,Yes,qpurvisql@bloglines.com,Female,No
"Ellar, Lonna",M73721266,0.19,Psychology,Junior,149,Yes,lellarqm@reverbnation.com,Female,Yes
"Saulter, Julian",M34602373,3.464,Mathematics,Junior,32,No,jsaulterqn@paginegialle.it,Male,Yes
"Druce, Winne",M47706141,2.727,Psychology,Senior,109,No,wdruceqo@cisco.com,Female,No
"Moncreif, Tanney",M20342856,3.826,Biology,Sophomore,53,Yes,tmoncreifqp@xing.com,Male,No
"Pateman, Clarice",M91333157,0.193,Psychology,Senior,42,Yes,cpatemanqq@bigcartel.com,Female,No
"Storer, Harvey",M59690869,0.993,Psychology,Senior,98,No,hstorerqr@hp.com,Male,Yes
"Mound, Chadwick",M25329702,3.618,Psychology,Freshman,79,No,cmoundqs@about.com,Male,No
"Marsham, Friedrick",M45892050,1.708,Computer Science,Senior,64,No,fmarshamqt@twitter.com,Male,No
"Happer, Estrella",M60894782,3.893,Psychology,Sophomore,112,No,ehapperqu@dedecms.com,Female,Yes
"Butts, Sharla",M40835801,0.37,Mathematics,Junior,40,Yes,sbuttsqv@uol.com.br,Female,No
"Howkins, Annabal",M89194822,1.466,Computer Science,Freshman,57,No,ahowkinsqw@blinklist.com,Female,Yes
"Barehead, Aggy",M59672236,2.316,Computer Science,Junior,23,No,abareheadqx@wsj.com,Female,No
"Lemonby, Ariella",M31378860,1.844,Psychology,Junior,90,No,alemonbyqy@weebly.com,Female,No
"Ouver, Gusti",M74555385,3.378,Computer Science,Senior,8,No,gouverqz@blogtalkradio.com,Female,No
"Losty, Adey",M88990191,1.308,Psychology,Junior,11,Yes,alostyr0@nydailynews.com,Female,No
"Binden, Eolanda",M71004818,3.957,Biology,Sophomore,127,Yes,ebindenr1@dropbox.com,Female,No
"Steptoe, Roana",M42558396,2.687,Psychology,Sophomore,17,Yes,rsteptoer2@cargocollective.com,Female,No
"Gonnely, Peterus",M76443726,0.917,Computer Science,Senior,133,No,pgonnelyr3@last.fm,Male,Yes
"Hubbucks, Gelya",M27968356,0.958,Mathematics,Sophomore,17,Yes,ghubbucksr4@topsy.com,Female,Yes
"Krale, Shane",M55661071,1.075,Biology,Junior,1,No,skraler5@msu.edu,Male,Yes
"Vasnetsov, Jeane",M22582704,2.948,Mathematics,Junior,54,Yes,jvasnetsovr6@cnn.com,Female,No
"Bomb, Jervis",M79196185,1.808,Psychology,Sophomore,96,Yes,jbombr7@go.com,Male,Yes
"Fever, Callida",M98510755,0.001,Computer Science,Senior,106,Yes,cfeverr8@redcross.org,Female,Yes
"Ganforthe, Bryn",M64115969,1.226,Biology,Senior,7,No,bganforther9@europa.eu,Male,No
"Craigmile, Abram",M68981011,2.214,Computer Science,Freshman,17,Yes,acraigmilera@businessinsider.com,Male,Yes
"Burdekin, Porter",M94979282,0.08,Psychology,Sophomore,2,No,pburdekinrb@bloomberg.com,Male,No
"Wareing, Shawna",M35859964,2.884,Mathematics,Senior,39,Yes,swareingrc@unblog.fr,Female,No
"Sidden, Judy",M68672439,2.432,Mathematics,Sophomore,65,No,jsiddenrd@twitter.com,Female,No
"Dudley, Dorise",M84033337,0.331,Biology,Freshman,19,Yes,ddudleyre@posterous.com,Female,No
"Schankel, Shaylah",M78223125,2.206,Psychology,Junior,5,Yes,sschankelrf@eventbrite.com,Female,No
"Duiguid, Witty",M76880307,2.546,Mathematics,Junior,85,Yes,wduiguidrg@drupal.org,Male,Yes
"Milkeham, Karola",M42533758,2.404,Computer Science,Senior,105,No,kmilkehamrh@mapy.cz,Female,No
"Loges, Ashla",M84220715,2.647,Mathematics,Junior,58,Yes,alogesri@creativecommons.org,Female,Yes
"Avrahamy, Darell",M44692980,1.453,Psychology,Sophomore,86,No,davrahamyrj@so-net.ne.jp,Female,Yes
"Swindells, Aurlie",M89578986,3.472,Mathematics,Junior,15,Yes,aswindellsrk@behance.net,Female,No
"Trusse, Bailey",M56082049,3.192,Biology,Senior,81,Yes,btrusserl@netvibes.com,Male,Yes
"Gibbings, Alphonse",M64610158,2.527,Mathematics,Freshman,124,Yes,agibbingsrm@techcrunch.com,Male,No
"Ounsworth, Glenden",M85298784,0.247,Mathematics,Senior,128,Yes,gounsworthrn@pinterest.com,Male,Yes
"Garken, Lacie",M49255186,0.385,Mathematics,Senior,135,Yes,lgarkenro@constantcontact.com,Female,No
"Sickamore, Kit",M65755545,3.837,Biology,Junior,72,No,ksickamorerp@ameblo.jp,Male,No
"Bembrigg, Vassili",M70424053,3.324,Biology,Sophomore,111,No,vbembriggrq@mediafire.com,Male,Yes
"D'Agostino, Lira",M42385774,0.565,Mathematics,Sophomore,44,No,ldagostinorr@goo.gl,Female,No
